CO-ID,Provider ID,المحافظة,المنطقة,شركة,التخصص الرئيسي,التخصص الفرعي,مقدم الخدمة,عنوان مقدم الخدمة,Telephone1,Telephone2,Telephone3,Telephone4,Hotline,Line Fax -1,Excluded Services,Action Date,Reason of Inactivation / Termination,Address1,Provider Type,Provider Name,Region,City,sub-speciality,speciality,ND Online Status,Provider Rank,Remarks,Status,,,,,,,,,,,,,,len1 ,len2,len3,len4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CID004930,3995-B,القاهرة,حلمية الزيتون,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير,21ش ابن الحكم حلميه الزيتون بجوار اسماك الدكتور و امام شركه الكهرباء,20226437904,20226437903,201155458282,,19757,,-,18/09/2018,,21 Ibn El Hakam St. - Helmet El Zaiton,Pharmacy,Egyptian Drug Store - Care Pharmacy,helmyet el zeitoun,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004930
CID004932,3995-B,الجيزة,السادس من اكتوبر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د. إسماعيل عمر ),كمبوند نيو جيزة - 6 أكتوبر - الجيزة,201102008465,201102008397,,,19757,,-,25/10/2018,,New Giza - 6 October - Giza,Pharmacy,Egyptian Drug Store - Care Pharmacy,6th October,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004932
CID004933,3995-B,المنوفية,شبين الكوم,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (  د.حسين نجيب سرور ),شارع جمال عبد الناصر البحري- بجوار النيابه الاداريه- و امام مستشفي الرمد-شبين الكوم,201143533055,,,,19757,,-,11-ديسمبر-2018,,Gamal Abdel Naser - Shbien El Koum,Pharmacy,Egyptian Drug Store - Care Pharmacy,Shebeen El Koum,Menophia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004933
CID004934,3995-B,المنوفية,شبين الكوم,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د. د.ناهد زكريا )," 
البر الشرقي- 107  شارع طلعت حرب-شبين الكوم",201143533008,,,,19757,,-,11-ديسمبر-2018,,107 Talat Harb street - Shbien El Koum,Pharmacy,Egyptian Drug Store - Care Pharmacy,Shebeen El Koum,Menophia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004934
CID004940,3995-B,القاهرة,مدينة نصر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( السماحة ),2ش سمير عبد الرؤوف  -امتداد مكرم عبيد- مدينه نصرأمام التوحيد والنور,20222747040,20222747010,201113311977,,19757,,-,19/08/2019,,"2 Samir Abdel Raouf St., Makram Ebeid Extension, in front of Tawheed & El Nour, Nasr City",Pharmacy,Care Pharmacy,Nasr City,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004940
CID004941,3995-B,الشرقية,الزقازيق,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (  د.مصطفى علي ),برج الشهيد-امام مبنى المحافظة-شارع سعد زغلول -الزقازيق,20552322371,20552322319,201152077211,,19757,,-,19/08/2019,,"El Shaheed Tower - in front of the governorate building - Saad Zaghloul Street - Zagazig
",Pharmacy,Care Pharmacy,Zakazeek,Sharqeya,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004941
CID004942,3995-B,الشرقية,الزقازيق,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د.رنا عامر ),28 شارع عمر بن الخطاب -مساكن الجامعه - الزقازيق,20552324359,20552324394,,,19757,,-,19/08/2019,,28 Omar Ibn El Khattab Street - University housing - Zagazig,Pharmacy,Care Pharmacy,Zakazeek,Sharqeya,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004942
CID004944,3995-B,القاهرة,مصر الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د.نجاد شعراوى ),90ش ابو بكر الصديق - نادى الجلاء - مصر الجديدة,20226901592,20224151190,1116882117,,19757,,-,19/08/2019,,"90 Abou Bakr El Seddik St., El Galaa Club, Heliopolis",Pharmacy,Egyptian Drug Store - Care Pharmacy,Heliopolis,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004944
CID004947,3995-B,القاهرة,السيدة زينب,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  (ص د.خالد ),230ش بورسعيد امام مدرسة الخديوية - السيدة زينب,20223906809,,1116882256,,19757,,-,19/08/2019,,230 Port Said St. In Front Of El Khedaiweya School - El Sayeda Zeinab,Pharmacy,Egyptian Drug Store - Care Pharmacy,Sayeda Zeinab,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004947
CID004949,3995-B,القاهرة,مصر الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د.رأفت احمد ),28ش بيروت - مصر الجديدة,20222587711,20222587722,1116881449,,19757,,-,19/08/2019,,"28 Beirut St., Heliopolis",Pharmacy,Egyptian Drug Store - Care Pharmacy,Heliopolis,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004949
CID004950,3995-B,البحيرة,دمنهور,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د.خالد زغلولة ),شارع عبدالسلام الشاذلى - دمنهور,20453154672,20453154674,,,19757,,-,19/08/2019,,"
Abdel Salam El Shazly Street - Damanhour",Pharmacy,Egyptian Drug Store - Care Pharmacy,Damanhour,Behira,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004950
CID004958,3995-B,أسيوط,أسيوط,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير,29 ش العادلي امام مدرسة ناصر الثانوية - اسيوط,201101433108,,,,19757,,-,25/12/2019,,"29 El Adly St., in front of Nasser Secondary School - Assiut",Pharmacy,Egyptian Drug Store - Care Pharmacy,Assuit,Assuit,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004958
CID004959,3995-B,القاهرة,المرج,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير,187ش مؤسسة الزكاة تقاطع ش ترعة السلطوحية - المرج,20228726839,20228726855,20228726856,201101433107,19757,,-,25/12/2019,,"187 Moassasat Al Zakah St., intersection of Teraet El Salouhia St. - El Marg",Pharmacy,Egyptian Drug Store - Care Pharmacy,El Marag,cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004959
CID004960,3995-B,القاهرة,مدينة نصر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( د. جورج جميل ),101ش الطيران - مدينه نصر,20222620971,20222620948,20222620949,201101433105,19757,,-,25/12/2019,,101 El Tayaran Street - Nasr City,Pharmacy,Egyptian Drug Store - Care Pharmacy,Nasr City,cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004960
CID004963,3995-B,الجيزة,السادس من اكتوبر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د. رامي خليفه ),كومبوند بيفرلي هيلز - البوابه الرباعيه البوابه رقم ( 9 ) منطقه الخدمات - مول the walk - محل رقم 4 مبني رقم 8 - الشيخ زايد - اكتوبر,201127801261,,,,19757,,-,01-سبتمبر-2020,,"Beverly Hills Compound - Quad Gate, Gate No. (9) Services Area - The Walk Mall - Shop No. 4 Building No. 8 - Sheikh Zayed - October",Pharmacy,Egyptian Drug Store - Care Pharmacy,6th October,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004963
CID004965,3995-B,بورسعيد,بورسعيد,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( د. احمد علي حموده ),ش 23 يوليو ارض البحرين - برج المتحف - بورسعيد,20663261673,20663261674,201101433078,,19757,,-,01-ديسمبر-2020,,"23rd of July Street, Bahrain Land - Museum Tower - Port Said",Pharmacy,Egyptian Drug Store - Care Pharmacy,Port Said,Port Said,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004965
CID004967,3995-B,القاهرة,شبرا,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( صيدليه النخله ),106 شارع شبرا - الساحل - شبرا,20224330374,,,,19757,,-,01-ديسمبر-2020,,106 Shoubra Street - Sahel - Shoubra,Pharmacy,Egyptian Drug Store - Care Pharmacy,Shoubra,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004967
CID004968,3995-B,القاهرة,مدينة نصر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( د.كريم البطاوي ),قطعه رقم 19 - شارع محمد مهدي عرفه - الحي العاشر - مدينه نصر,20223267093,20223267089,201150871712,,19757,,-,01-ديسمبر-2020,,Plot No. 19 - Mohamed Mahdi Arafa Street - Tenth District - Nasr City,Pharmacy,Egyptian Drug Store - Care Pharmacy,Nasr City,cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004968
CID004969,3995-B,القاهرة,مدينة نصر,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( د. امنيه عاشور ),8ش الصواف تقاطع متولى الشعراوى – الحى العاشر - مدينة نصر,,,,,19757,,-,01-ديسمبر-2020,,"8 El Sawaf St. Intersection of Metwally El Shaarawy - Tenth District - Nasr City
",Pharmacy,Egyptian Drug Store - Care Pharmacy,Nasr City,cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004969
CID004971,3995-B,القاهرة,مصر الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (صيدلية عمار بن ياسر ),10ش عمار بن ياسر  - مصر الجديده,20221811263,20221811264,20221811265,,19757,,-,01-ديسمبر-2020,,10 Ammar Ibn Yasser St. - Heliopolis,Pharmacy,Egyptian Drug Store - Care Pharmacy,Heliopolis,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004971
CID004974,3995-B,القاهرة,مصر الجديدة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د.وفية عبد العزيز ),محل رقم 2 - العقار 54 ش فريد سميكة - مصر الجديدة,,,,,19757,,-,01-ديسمبر-2020,,Shop No. 2 - Real Estate 54 Farid Semeika St. - Heliopolis,Pharmacy,Egyptian Drug Store - Care Pharmacy,Heliopolis,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004974
CID004976,3995-B,القاهرة,شبرا,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( د.ناهد ),282 شارع شبرا - شبرا,20222090837,20222090838,20222090839,201141177660,19757,,-,01-ديسمبر-2020,,282 Shoubra Street - Shoubra,Pharmacy,Egyptian Drug Store - Care Pharmacy,Shoubra,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004976
CID004977,3995-B,الفيوم,الفيوم,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (  د. نهال عبد الهادي ),شارع جمال عبد الناصر - بجوار بنك الاسكندريه - الفيوم,20842179584,20842179585,20842179586,201111946966,19757,,-,13/01/2020,,Gamal Abdel Nasser Street - next to the Bank of Alexandria - Fayoum,Pharmacy,Egyptian Drug Store - Care Pharmacy,Fayoum,Fayoum,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004977
CID004981,3995-B,القاهرة,حدائق القبة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (  د.شريف العسقلاني),19أ ش ولى العهد - حدائق القبة,20226013848,20226014795,201101433090,,19757,,-,13/01/2020,,19 A Crown Prince Street - Hadayek El Kobba,Pharmacy,Egyptian Drug Store - Care Pharmacy,Hadayek El Kobba,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004981
CID004983,3995-B,الجيزة,الجيزة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( صيدلية د.محمد ),86 شارع البحر الاعظم - الجيزة,20235707714,20235707715,20235707721,201101433093,19757,,-,14/01/2020,,86 El Bahr El Aazam Street - Giza,Pharmacy,Egyptian Drug Store - Care Pharmacy,Giza,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004983
CID004984,3995-B,الجيزة,الهرم,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( صيدلية د.أبو الدهب  ),132 ا ش الهرم - الجيزة,20237443331,20237443053,201101433104,,19757,,-,14/01/2020,,132 A Haram St. - Giza,Pharmacy,Egyptian Drug Store - Care Pharmacy,Al Haram,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004984
CID004986,3995-B,الجيزة,العجوزة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د.احمد عبد الرازق ),335 ش السودان -العجوزة- الجيزة,20237621471,20237621472,20235707721,201101433093,19757,,-,14/01/2020,,"335 Sudan St., Agouza- Giza",Pharmacy,Egyptian Drug Store - Care Pharmacy,Agouza,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004986
CID004987,3995-B,القليوبية,شبرا الخيمة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د. سيد البدوي  ),شارع داير الناحية - شبرا الخيمة,201152248622,,,,19757,,-,14/01/2020,,Dayer Al-Nahiya Street - Shubra Al-Khaimah,Pharmacy,Egyptian Drug Store - Care Pharmacy,Shobra El Kheima,Qalioubia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004987
CID004988,3995-B,القليوبية,شبرا الخيمة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( صيدلية د.ألبرت الجديدة  ),شارع 15مايو منشية الحرية -  شبرا الخيمة,201101433103,,,,19757,,-,14/01/2020,,"May 15th Street - Shubra Al-Khaimah
",Pharmacy,Egyptian Drug Store - Care Pharmacy,Shobra El Kheima,Qalioubia,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004988
CID004989,3995-B,بني سويف,بني سويف,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير  ( ص العباسية  ),ش 23يوليو الرياضي (ش الملك فاروق سابقا) – بني سويف,201101433102,,,,19757,,-,14/01/2020,,23rd of July Sports Street (previously King Farouk St.) - Beni Suef,Pharmacy,Egyptian Drug Store - Care Pharmacy,Bani Suef,Bani Suef,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,12,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004989
CID004990,3995-B,الجيزة,العجوزة,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (د.محمد ),153 ش السودان -العجوزة- الجيزة,20237621471,20237621472,20237621473,201116886601,19757,,-,15/01/2020,,"153  Sudan St., Agouza- Giza",Pharmacy,Egyptian Drug Store - Care Pharmacy,Agouza,Giza,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004990
CID004991,3995-B,القاهرة,عين شمس,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير ( الشفاء الجديدة ),139حاليا (121 سابقا) ش احمد عصمت  - عين شمس,20224954920,20224954922,20224954926,201101433106,19757,,-,15/01/2020,,139 Currently (121 previously) Ahmed Esmat St. - Ain Shams,Pharmacy,Egyptian Drug Store - Care Pharmacy,Ain Shams,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004991
CID004992,3995-B,القاهرة,الزمالك,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (بهجت ),6 ش بهجت على - الزمالك,20227369625,,,,19757,,-,15/01/2020,,6 Bahgat Ali St. - Zamalek,Pharmacy,Egyptian Drug Store - Care Pharmacy,Zamalek,Cairo,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004992
CID004993,3995-B,الشرقية,فاقوس,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (الصحه ),شارع مصطفي النحاس - فاقوس,20553971196,20553971163,20553971159,201101433092,19757,,-,15/01/2020,,Mustafa Al-Nahas Street - Faqous,Pharmacy,Egyptian Drug Store - Care Pharmacy,Faqous,Sharqeya,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,11,11,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004993
CID004994,3995-B,كفر الشيخ,دسوق,صيدلية,صيدلية,صيدلية (أدوية ومستلزمات طبية),صيدلية كير (صيدلية د.تامر ),تقاطع ش الثورة مع ش محرم - ميدان السيد ابراهيم - دسوق,,,,,19757,,-,29/01/2020,,Intersection of El Thawra St. with Moharram St. - El Sayed Ibrahim Square - Desouk,Pharmacy,Egyptian Drug Store - Care Pharmacy,Desouk,Kafr El Sheikh,Pharmacy,Pharmacy (Drugs & Medical supplies),Yes,-,All,Active,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CID004994
